1,Bengaluru,0.4,"Bengaluru Urban District",35EXI0,"5/1 4th Main Road Mathikere Extension Bengaluru North Bengaluru Urban District Bengaluru Karnataka 560054",houseNumber,,5/1,"Mathikere Extension",560054,,Karnataka,"4th Main Road","Bengaluru North",,NULL,
2,Bengaluru,0.4,"Bengaluru Urban District",6D4BNA,"5/1 4th Main Road Mathikere Extension Bengaluru North Bengaluru Urban District Bengaluru Karnataka 560054",houseNumber,,5/1,"Mathikere Extension",560054,,Karnataka,"4th Main Road","Bengaluru North",,NULL,
